expMode,trialNumber,midFile,rating,RT1 (manual),RT2 (ratingScale),subjectNumber,date,globalClock
practice, 1, ./practice/d_t_2.mid, No, 2.1130310709995683, 2.101, 2, 2020_Nov_12_1334, 91.17953135899734
practice, 2, ./practice/d_p_1.mid, No, 1.0922928850050084, 1.08, 2, 2020_Nov_12_1334, 114.81306021098862
practice, 3, ./practice/d_p_2.mid, No, 1.796117466990836, 1.782, 2, 2020_Nov_12_1334, 140.27268636098597
practice, 4, ./practice/d_t_1.mid, No, 1.050975264981389, 1.033, 2, 2020_Nov_12_1334, 163.26504276000196
experiment, 1, ./mid/d_t_5.mid, No, 1.0927032089966815, 1.079, 2, 2020_Nov_12_1334, 195.272293602
experiment, 2, ./mid/d_p_19.mid, Yes, 1.707069110008888, 1.693, 2, 2020_Nov_12_1334, 219.04589859000407
experiment, 3, ./mid/d_p_21.mid, No, 1.2758309509954415, 1.264, 2, 2020_Nov_12_1334, 242.89612188300816
experiment, 4, ./mid/d_t_13.mid, No, 1.1553653180017136, 1.141, 2, 2020_Nov_12_1334, 266.612856688007
experiment, 5, ./mid/d_p_22.mid, No, 1.171582010021666, 1.158, 2, 2020_Nov_12_1334, 291.496151342988
experiment, 6, ./mid/d_p_4.mid, No, 1.1120948139869142, 1.099, 2, 2020_Nov_12_1334, 314.2797851789801
experiment, 7, ./mid/d_t_1.mid, No, 0.9850651900051162, 0.971, 2, 2020_Nov_12_1334, 337.1294518960058
experiment, 8, ./mid/d_t_8.mid, No, 6.1958193850005046, 6.182, 2, 2020_Nov_12_1334, 365.2962978089927
experiment, 9, ./mid/d_p_7.mid, No, 1.4700101990019903, 1.456, 2, 2020_Nov_12_1334, 389.6294580459944
experiment, 10, ./mid/d_p_10.mid, No, 1.759379863011418, 1.746, 2, 2020_Nov_12_1334, 415.1388710140018
experiment, 11, ./mid/d_t_17.mid, No, 1.6081111840030644, 1.594, 2, 2020_Nov_12_1334, 439.04588103099377
experiment, 12, ./mid/d_p_6.mid, Yes, 1.2880065359931905, 1.274, 2, 2020_Nov_12_1334, 464.5630315459857
experiment, 13, ./mid/d_t_19.mid, Yes, 1.5780875399941579, 1.561, 2, 2020_Nov_12_1334, 490.6485173229885
experiment, 14, ./mid/d_p_17.mid, No, 1.6727607399807312, 1.659, 2, 2020_Nov_12_1334, 514.7459813150053
experiment, 15, ./mid/d_t_6.mid, Yes, 1.450457772007212, 1.434, 2, 2020_Nov_12_1334, 542.9320076849835
experiment, 16, ./mid/d_t_15.mid, No, 1.5795672179956455, 1.567, 2, 2020_Nov_12_1334, 566.2628408139863
experiment, 17, ./mid/d_p_2.mid, Yes, 2.490255935001187, 2.476, 2, 2020_Nov_12_1334, 592.6292880910041
experiment, 18, ./mid/d_p_11.mid, Yes, 1.4851555369968992, 1.472, 2, 2020_Nov_12_1334, 619.0717604729871
experiment, 19, ./mid/d_p_18.mid, Yes, 1.2142192680039443, 1.2, 2, 2020_Nov_12_1334, 643.3295503499976
experiment, 20, ./mid/d_p_3.mid, No, 1.1684655199933331, 1.155, 2, 2020_Nov_12_1334, 668.3294667149894
experiment, 21, ./mid/d_t_24.mid, No, 1.2161717569979373, 1.204, 2, 2020_Nov_12_1334, 693.7295320599806
experiment, 22, ./mid/d_t_11.mid, No, 1.1613653230015188, 1.147, 2, 2020_Nov_12_1334, 718.0128533929819
experiment, 23, ./mid/d_p_8.mid, No, 1.2019439269788563, 1.189, 2, 2020_Nov_12_1334, 742.1628243619925
experiment, 24, ./mid/d_t_3.mid, Yes, 1.320102986996062, 1.306, 2, 2020_Nov_12_1334, 765.4293368009967
experiment, 25, ./mid/d_t_23.mid, No, 1.0817587460041977, 1.07, 2, 2020_Nov_12_1334, 791.4293161850073
experiment, 26, ./mid/d_t_10.mid, Yes, 1.426646632986376, 1.41, 2, 2020_Nov_12_1334, 815.1647356239846
experiment, 27, ./mid/d_p_14.mid, No, 0.9898075440141838, 0.977, 2, 2020_Nov_12_1334, 839.013054385985
experiment, 28, ./mid/d_t_7.mid, Yes, 1.3766314040112775, 1.363, 2, 2020_Nov_12_1334, 862.9883114669938
experiment, 29, ./mid/d_p_23.mid, No, 0.8072821490059141, 0.795, 2, 2020_Nov_12_1334, 886.5631129849935
experiment, 30, ./mid/d_t_12.mid, No, 1.4990884229773656, 1.485, 2, 2020_Nov_12_1334, 911.1384254409932
experiment, 31, ./mid/d_p_5.mid, No, 1.3135578600049485, 1.301, 2, 2020_Nov_12_1334, 936.2464306330075
experiment, 32, ./mid/d_p_9.mid, Yes, 1.5243486030085478, 1.511, 2, 2020_Nov_12_1334, 961.6961304279976
experiment, 33, ./mid/d_p_16.mid, No, 1.3505144960072357, 1.336, 2, 2020_Nov_12_1334, 985.5054779879865
experiment, 34, ./mid/d_p_13.mid, Yes, 1.5322378859855235, 1.52, 2, 2020_Nov_12_1334, 1009.4796972640033
experiment, 35, ./mid/d_p_20.mid, No, 4.211618370987708, 4.199, 2, 2020_Nov_12_1334, 1036.7298234869959
experiment, 36, ./mid/d_t_20.mid, No, 1.416038616996957, 1.402, 2, 2020_Nov_12_1334, 1063.3795232560078
experiment, 37, ./mid/d_t_21.mid, Yes, 1.476633843005402, 1.464, 2, 2020_Nov_12_1334, 1090.012828226987
experiment, 38, ./mid/d_t_2.mid, No, 1.6143680800159927, 1.597, 2, 2020_Nov_12_1334, 1115.9986306149804
experiment, 39, ./mid/d_t_4.mid, No, 2.9835708629980218, 2.972, 2, 2020_Nov_12_1334, 1145.5628261079837
experiment, 40, ./mid/d_p_1.mid, No, 1.1077563049911987, 1.094, 2, 2020_Nov_12_1334, 1170.5629453840083
experiment, 41, ./mid/d_t_22.mid, Yes, 1.4536406719998922, 1.441, 2, 2020_Nov_12_1334, 1197.7466161529883
experiment, 42, ./mid/d_t_18.mid, Yes, 1.778852135001216, 1.765, 2, 2020_Nov_12_1334, 1220.6889367529948
experiment, 43, ./mid/d_p_12.mid, No, 1.709878199006198, 1.696, 2, 2020_Nov_12_1334, 1244.2384514469886
experiment, 44, ./mid/d_t_16.mid, No, 1.3838148870272562, 1.37, 2, 2020_Nov_12_1334, 1268.9128020549833
experiment, 45, ./mid/d_p_24.mid, No, 1.6882162319961935, 1.674, 2, 2020_Nov_12_1334, 1293.346261194005
experiment, 46, ./mid/d_t_9.mid, Yes, 1.2769689020060468, 1.263, 2, 2020_Nov_12_1334, 1314.229798321001
experiment, 47, ./mid/d_t_14.mid, No, 1.32815747501445, 1.311, 2, 2020_Nov_12_1334, 1337.1985058090067
experiment, 48, ./mid/d_p_15.mid, No, 1.0945639970013872, 1.081, 2, 2020_Nov_12_1334, 1360.7629340989806
